________,City,Province,Country,TMY-type,WMO,Latitude,Longitude,Time Zone,Elevation,Filename
LOCATION,VERACRUZ,-,MEX,IWEC Data,766910,19.20,-96.13,-6.0,14.0,MEX_Veracruz.766910_IWEC
LOCATION,Kwajalein Atoll,,MHL,TMY--40604,913660,8.73,167.73,12.0,2.0,MHL_Kwajalein.Atoll.913660_TMY
LOCATION,ULAANBATAAR,-,MNG,IWEC Data,442920,47.93,106.98,8.0,1316.0,MNG_Ulaanbataar.442920_IWEC
LOCATION,ULAANGOM,-,MNG,IWEC Data,442120,49.88,92.08,8.0,936.0,MNG_Ulaangom.442120_IWEC
LOCATION,FORT-DE-FRANCE,-,MTQ,IWEC Data,789250,14.60,-61.00,-4.0,4.0,MTQ_Fort-de-France.789250_IWEC
LOCATION,GEORGE TOWN,-,MYS,IWEC Data,486010,5.30,100.27,8.0,4.0,MYS_George.Town.486010_IWEC
LOCATION,KOTA BAHARU,-,MYS,IWEC Data,486150,6.17,102.28,8.0,5.0,MYS_Kota.Baharu.486150_IWEC
LOCATION,KUALA LUMPUR,-,MYS,IWEC Data,486470,3.12,101.55,8.0,22.0,MYS_Kuala.Lumpur.486470_IWEC
LOCATION,KUCHING,-,MYS,IWEC Data,964130,1.48,110.33,8.0,27.0,MYS_Kuching.964130_IWEC
LOCATION,CHINANDEGA,-,NIC,SWERA,787390,12.63,-87.13,-6.0,53.0,NIC_Chinandega.787390_SWERA
LOCATION,MANAGUA/AUGUSTO_CES,-,NIC,SWERA,787410,12.15,-86.17,-6.0,50.0,NIC_Managua-Augusto.CES.787410_SWERA
LOCATION,RIVAS,-,NIC,SWERA,787330,11.42,-85.83,-6.0,53.0,NIC_Rivas.787330_SWERA
LOCATION,AMSTERDAM,-,NLD,IWEC Data,062400,52.30,4.77,1.0,-2.0,NLD_Amsterdam.062400_IWEC
LOCATION,BEEK,-,NLD,IWEC Data,063800,50.92,5.78,1.0,116.0,NLD_Beek.063800_IWEC
LOCATION,GRONINGEN,-,NLD,IWEC Data,062800,53.13,6.58,1.0,4.0,NLD_Groningen.062800_IWEC
LOCATION,BERGEN,-,NOR,IWEC Data,013110,60.30,5.22,1.0,50.0,NOR_Bergen.013110_IWEC
LOCATION,OSLO/FORNEBU,-,NOR,IWEC Data,014880,59.90,10.62,1.0,17.0,NOR_Oslo.Fornebu.014880_IWEC
LOCATION,KATHMANDU_INTL_ARPT,-,NPL,SWERA,444540,27.70,85.37,5.75,1337.0,NPL_Kathmandu.444540_SWERA
LOCATION,SURKHET,-,NPL,SWERA,444160,28.60,81.62,5.75,720.0,NPL_Surkhet.444160_SWERA
LOCATION,Auckland,Auckland,New Zealand,TMY2 NIWA 1962 C74082,931190,-37.01,174.79,12,33,NZL_Auckland-Auckland.AK.931190_NIWA
LOCATION,AUCKLAND,-,NZL,IWEC Data,931190,-37.02,174.80,12.0,6.0,NZL_Auckland.Auckland.931190_IWEC
LOCATION,Tauranga,Bay of Plenty,New Zealand,TMY2 NIWA 1615 B76624,931850,-37.67,176.20,12,4,NZL_Bay.of.Plenty-Tauranga.BP.931850_NIWA
LOCATION,Christchurch,Canterbury,New Zealand,TMY2 NIWA 4843 H32451,937800,-43.49,172.54,12,37,NZL_Canterbury-Christchurch.CC.937800_NIWA
LOCATION,CHRISTCHURCH,-,NZL,IWEC Data,937800,-43.48,172.55,12.0,34.0,NZL_Canterbury.Christchurch.937800_IWEC
LOCATION,Lauder,Central Otago,New Zealand,TMY2 NIWA 5535 I59065,938510,-45.04,169.69,12,370,NZL_Central.Otago-Lauder.OC.938510_NIWA
LOCATION,Napier,Hawkes Bay,New Zealand,TMY2 NIWA 2980 D96484,933730,-39.46,176.86,12,3,NZL_East.Coast-Napier.EC.933730_NIWA
LOCATION,Paraparaumu,Manawatu,New Zealand,TMY2 NIWA 3145 E04991,934200,-40.91,174.98,12,5,NZL_Manawatu-Paraparaumu.MW.934200_NIWA
LOCATION,Nelson,Marlborough,New Zealand,TMY2 NIWA 4271 G13322,935460,-41.30,173.22,12,4,NZL_Nelson.Marlborough-Nelson.NM.935460_NIWA
LOCATION,Kaitaia,Northland,New Zealand,TMY2 NIWA 1041 A53125,930120,-35.13,173.26,12,85,NZL_Northland-Kaitaia.NL.930120_NIWA
LOCATION,Dunedin,Otago,New Zealand,TMY2 NIWA 15752 I50954,938910,-45.90,170.51,12,2,NZL_Otago-Dunedin.DN.938910_NIWA
LOCATION,Queenstown,Lakes,New Zealand,TMY2 NIWA 5451 I58075,938310,-45.02,168.74,12,354,NZL_Queenstown.Lakes-Queenstown.QL.938310_NIWA
LOCATION,Rotorua,Bay of Plenty,New Zealand,TMY2 NIWA 1770 B86133,932470,-38.11,176.32,12,283,NZL_Rotorua-Rotorua.RR.932470_NIWA
LOCATION,Invercargill,Southland,New Zealand,TMY2 NIWA 5814 I68433,938450,-46.42,168.33,12,0,NZL_Southland-Invercargill.IN.938450_NIWA
LOCATION,New Plymouth,Taranaki,New Zealand,TMY2 NIWA 2283 C94012,933090,-39.01,174.18,12,30,NZL_Taranaki-New.Plymouth.NP.933090_NIWA
LOCATION,Turangi,Taupo,New Zealand,TMY2 NIWA 12432 C95087,932450,-38.99,175.81,12,375,NZL_Taupo.King.Country-Turangi.TP.932450_NIWA
LOCATION,Hamilton,Waikato,New Zealand,TMY2 NIWA 12616 C75733,931730,-37.78,175.31,12,40,NZL_Waikato-Hamilton.HN.931730_NIWA
LOCATION,Masterton,Wairarapa,New Zealand,TMY2 NIWA 2612 D15064,934710,-41.02,175.62,12,91,NZL_Wairarapa-Masterton.WI.934710_NIWA
LOCATION,Wellington,Wellington,New Zealand,TMY2 NIWA 18234 D14482,934360,-41.41,174.87,12,79,NZL_Wellington-Wellington.WN.934360_NIWA
LOCATION,WELLINGTON,-,NZL,IWEC Data,934360,-41.30,174.78,12.0,67.0,NZL_Wellington.Wellington.934360_IWEC
LOCATION,Hokitika,West Coast,New Zealand,TMY2 NIWA 3910 F20794,936150,-42.72,170.98,12,38,NZL_West.Coast-Hokitika.WC.936150_NIWA
LOCATION,KARACHI,-,PAK,IWEC Data,417800,24.90,67.13,5.0,22.0,PAK_Karachi.417800_IWEC
LOCATION,AREQUIPA,-,PER,IWEC Data,847520,-16.32,-71.55,-5.0,2520.0,PER_Arequipa.847520_IWEC
LOCATION,CUZCO,-,PER,IWEC Data,846860,-13.55,-71.98,-5.0,3249.0,PER_Cuzco.846860_IWEC
LOCATION,LIMA,-,PER,IWEC Data,846280,-12.00,-77.12,-5.0,13.0,PER_Lima.846280_IWEC
LOCATION,MANILA,-,PHL,IWEC Data,984290,14.52,121.00,8.0,21.0,PHL_Manila.984290_IWEC
LOCATION,Koror Island,,PLW,TMY--40309,914080,7.33,134.48,9.0,28.0,PLW_Koror.Island.914080_TMY
LOCATION,Bialystok,-,POL,IMGW,122950,53.00,23.25,1.0,151.0,POL_Bialystok.122950_IMGW
LOCATION,Bielsko Biala,-,POL,IMGW,126000,49.67,19.25,1.0,399.0,POL_Bielsko.Biala.126000_IMGW
LOCATION,Bydgoszcz,-,POL,IMGW,122400,53.15,18.00,1.0,0.0,POL_Bydgoszcz.122400_IMGW
LOCATION,Chojnice,-,POL,IMGW,122350,53.70,17.57,1.0,172.0,POL_Chojnice.122350_IMGW
LOCATION,Czestochowa,-,POL,IMGW,125500,50.75,19.00,1.0,295.0,POL_Czestochowa.125500_IMGW
LOCATION,Elblag,-,POL,IMGW,121600,54.15,19.43,1.0,0.0,POL_Elblag.121600_IMGW
LOCATION,Gdansk Port Polnocny,-,POL,IMGW,121400,54.35,18.63,1.0,0.0,POL_Gdansk.Port.Polnocny.121400_IMGW
LOCATION,Gorzow Wlkp,-,POL,IMGW,123000,52.73,15.23,1.0,0.0,POL_Gorzow.Wlkp.123000_IMGW
LOCATION,Hel,-,POL,IMGW,121350,54.62,18.78,1.0,0.0,POL_Hel.121350_IMGW
LOCATION,Jelenia Gora,-,POL,IMGW,125000,50.90,15.73,1.0,344.0,POL_Jelenia.Gora.125000_IMGW
LOCATION,Kalisz,-,POL,IMGW,124350,51.75,18.08,1.0,140.0,POL_Kalisz.124350_IMGW
LOCATION,Kasprowy Wierch,-,POL,IMGW,126500,49.28,19.97,1.0,1.0,POL_Kasprowy.Wierch.126500_IMGW
LOCATION,Katowice,-,POL,IMGW,125600,50.23,19.03,1.0,304.0,POL_Katowice.125600_IMGW
LOCATION,Ketrzyn,-,POL,IMGW,121850,54.08,21.38,1.0,110.0,POL_Ketrzyn.121850_IMGW
LOCATION,Kielce,-,POL,IMGW,125700,50.83,20.67,1.0,261.0,POL_Kielce.125700_IMGW
LOCATION,Klodzko,-,POL,IMGW,125200,50.43,16.65,1.0,375.0,POL_Klodzko.125200_IMGW
LOCATION,Kolo,-,POL,IMGW,123450,52.18,18.62,1.0,117.0,POL_Kolo.123450_IMGW
LOCATION,Kolobrzeg,-,POL,IMGW,121000,54.18,15.58,1.0,0.0,POL_Kolobrzeg.121000_IMGW
LOCATION,KOLOBRZEG,-,POL,IWEC Data,121000,54.18,15.58,1.0,5.0,POL_Kolobrzeg.121000_IWEC
LOCATION,Koszalin,-,POL,IMGW,121050,54.20,16.18,1.0,0.0,POL_Koszalin.121050_IMGW
LOCATION,Krakow,-,POL,IMGW,125660,50.08,19.92,1.0,237.0,POL_Krakow.125660_IMGW
LOCATION,KRAKOW,-,POL,IWEC Data,125660,50.08,19.80,1.0,237.0,POL_Krakow.125660_IWEC
LOCATION,Krosno,-,POL,IMGW,126700,49.68,21.78,1.0,310.0,POL_Krosno.126700_IMGW
LOCATION,Leba,-,POL,IMGW,121200,54.75,17.55,1.0,0.0,POL_Leba.121200_IMGW
LOCATION,Lebork,-,POL,IMGW,121250,54.55,17.75,1.0,0.0,POL_Lebork.121250_IMGW
LOCATION,Legnica,-,POL,IMGW,124150,51.20,16.20,1.0,124.0,POL_Legnica.124150_IMGW
LOCATION,Lesko,-,POL,IMGW,126900,49.45,22.32,1.0,422.0,POL_Lesko.126900_IMGW
LOCATION,Leszno,-,POL,IMGW,124180,51.83,16.53,1.0,0.0,POL_Leszno.124180_IMGW
LOCATION,Lodz,-,POL,IMGW,124650,51.75,19.47,1.0,190.0,POL_Lodz.124650_IMGW
LOCATION,Lublin Radawiec,-,POL,IMGW,124950,51.25,22.50,1.0,240.0,POL_Lublin.Radawiec.124950_IMGW
LOCATION,Mikolajki,-,POL,IMGW,122800,53.80,21.58,1.0,132.0,POL_Mikolajki.122800_IMGW
LOCATION,Mlawa,-,POL,IMGW,122700,53.12,20.38,1.0,149.0,POL_Mlawa.122700_IMGW
LOCATION,Nowy Sacz,-,POL,IMGW,126600,49.58,20.50,1.0,295.0,POL_Nowy.Sacz.126600_IMGW
LOCATION,Olsztyn,-,POL,IMGW,122720,53.78,20.48,1.0,137.0,POL_Olsztyn.122720_IMGW
LOCATION,Opole,-,POL,IMGW,125300,50.67,17.95,1.0,163.0,POL_Opole.125300_IMGW
LOCATION,Ostroleka,-,POL,IMGW,122850,51.17,19.13,1.0,0.0,POL_Ostroleka.122850_IMGW
LOCATION,Pila,-,POL,IMGW,122300,53.15,16.75,1.0,0.0,POL_Pila.122300_IMGW
LOCATION,Plock,-,POL,IMGW,123600,52.55,19.70,1.0,109.0,POL_Plock.123600_IMGW
LOCATION,Poznan,-,POL,IMGW,123300,52.42,16.97,1.0,0.0,POL_Poznan.123300_IMGW
LOCATION,POZNAN,-,POL,IWEC Data,123300,52.42,16.83,1.0,92.0,POL_Poznan.123300_IWEC
LOCATION,Przemysl,-,POL,IMGW,126950,49.78,22.78,1.0,280.0,POL_Przemysl.126950_IMGW
LOCATION,Raciborz,-,POL,IMGW,125400,50.08,18.20,1.0,206.0,POL_Raciborz.125400_IMGW
LOCATION,Resko,-,POL,IMGW,122100,53.72,15.12,1.0,0.0,POL_Resko.122100_IMGW
LOCATION,Rzeszow Jasionka,-,POL,IMGW,125800,50.10,22.02,1.0,201.0,POL_Rzeszow.Jasionka.125800_IMGW
LOCATION,Sandomierz,-,POL,IMGW,125850,50.68,21.75,1.0,218.0,POL_Sandomierz.125850_IMGW
LOCATION,Siedlce,-,POL,IMGW,123850,52.17,22.30,1.0,155.0,POL_Siedlce.123850_IMGW
LOCATION,Slubice,-,POL,IMGW,123100,52.35,14.58,1.0,0.0,POL_Slubice.123100_IMGW
LOCATION,Sniezka,-,POL,IMGW,125100,50.74,15.73,1.0,1.0,POL_Sniezka.125100_IMGW
LOCATION,Sulejow,-,POL,IMGW,124690,51.37,19.88,1.0,189.0,POL_Sulejow.124690_IMGW
LOCATION,Suwalki,-,POL,IMGW,121950,54.10,22.93,1.0,186.0,POL_Suwalki.121950_IMGW
LOCATION,Swinoujscie,-,POL,IMGW,122000,53.92,14.25,1.0,0.0,POL_Swinoujscie.122000_IMGW
LOCATION,Szczecin,-,POL,IMGW,122050,53.40,14.67,1.0,0.0,POL_Szczecin.122050_IMGW
LOCATION,Szczecinek,-,POL,IMGW,122150,53.72,16.70,1.0,144.0,POL_Szczecinek.122150_IMGW
LOCATION,Tarnow,-,POL,IMGW,125750,50.02,20.98,1.0,209.0,POL_Tarnow.125750_IMGW
LOCATION,Terespol,-,POL,IMGW,123990,52.08,23.57,1.0,137.0,POL_Terespol.123990_IMGW
LOCATION,Torun,-,POL,IMGW,122500,51.10,23.08,1.0,0.0,POL_Torun.122500_IMGW
LOCATION,Ustka,-,POL,IMGW,121150,54.58,16.85,1.0,0.0,POL_Ustka.121150_IMGW
LOCATION,WARSAW,-,POL,IWEC Data,123750,52.17,20.97,1.0,107.0,POL_Warsaw.123750_IWEC
LOCATION,Warszawa Okecie,-,POL,IMGW,123750,52.25,21.00,1.0,106.0,POL_Warszawa.Okecie.123750_IMGW
LOCATION,Wielun,-,POL,IMGW,124550,51.22,18.55,1.0,201.0,POL_Wielun.124550_IMGW
LOCATION,Wlodawa,-,POL,IMGW,124970,51.55,23.55,1.0,179.0,POL_Wlodawa.124970_IMGW
LOCATION,Wroclaw,-,POL,IMGW,124240,51.10,17.03,1.0,124.0,POL_Wroclaw.124240_IMGW
LOCATION,Zakopane,-,POL,IMGW,126250,49.30,19.97,1.0,857.0,POL_Zakopane.126250_IMGW
LOCATION,Zamosc,-,POL,IMGW,125950,50.75,23.25,1.0,213.0,POL_Zamosc.125950_IMGW
LOCATION,Zielona Gora,-,POL,IMGW,124000,51.93,15.50,1.0,192.0,POL_Zielona.Gora.124000_IMGW
LOCATION,Aquadilla Borinquen,PR,PRI,TMY3,785140,18.50,-67.13,-4.0,72.0,PRI_Aguadilla-Borinquen.AP.785140_TMY3
LOCATION,Eugenio Maria De Ho,PR,PRI,TMY3,785145,18.25,-67.15,-4.0,9.0,PRI_Mayaguez-Eugenio.Maria.de.Hostos.AP.785145_TMY3
LOCATION,Mercedita,PR,PRI,TMY3,785203,18.00,-66.55,-4.0,8.0,PRI_Mercedita.AP.785203_TMY3
LOCATION,Roosevelt Roads,PR,PRI,TMY3,785350,18.25,-65.63,-4.0,12.0,PRI_Roosevelt.Roads.NAS.785350_TMY3
LOCATION,San Juan L M Marin Intl Ap,PR,PRI,TMY3,785263,18.43,-66.00,-4.0,3.0,PRI_San.Juan-Luis.Munoz.Marin.Intl.AP.785263_TMY3
LOCATION,SAN_JUAN,PR,PRI,TMY2-11641,785260,18.43,-66.00,-4.0,19.0,PRI_San.Juan.785260_TMY2
LOCATION,San Juan Intl Arpt,PR,PRI,TMY3,785260,18.42,-66.00,-4.0,19.0,PRI_San.Juan.Intl.AP.785260_TMY3
LOCATION,CH'ONGJIN,-,PRK,IWEC Data,470080,41.78,129.82,9.0,43.0,PRK_Chongjin.470080_IWEC
LOCATION,HAEJU,-,PRK,IWEC Data,470690,38.03,125.70,9.0,81.0,PRK_Haeju.470690_IWEC
LOCATION,P'YONGYANG,-,PRK,IWEC Data,470580,39.03,125.78,9.0,38.0,PRK_Pyongyang.470580_IWEC
LOCATION,BRAGANCA,-,PRT,IWEC Data,085750,41.80,-6.73,0.0,692.0,PRT_Braganca.085750_IWEC
LOCATION,COIMBRA,-,PRT,IWEC Data,085490,40.20,-8.42,0.0,140.0,PRT_Coimbra.085490_IWEC
LOCATION,EVORA,-,PRT,IWEC Data,085570,38.57,-7.90,0.0,321.0,PRT_Evora.085570_IWEC
LOCATION,FARO,-,PRT,IWEC Data,085540,37.02,-7.97,0.0,4.0,PRT_Faro.085540_IWEC
LOCATION,Funchal,Madeira-Islands,PRT,INETI,085210,32.65,-16.92,0.0,380.0,PRT_Funchal.Madeira-Islands.085210_INETI
LOCATION,LAJES,-,PRT,IWEC Data,085090,38.77,-27.10,-1.0,55.0,PRT_Lajes.085090_IWEC
LOCATION,Lisboa,,PRT,INETI,085360,38.73,-9.15,0.0,71.0,PRT_Lisboa.085360_INETI
LOCATION,PORTO,-,PRT,IWEC Data,085450,41.23,-8.68,0.0,73.0,PRT_Porto.085450_IWEC
LOCATION,ASUNCION,-,PRY,IWEC Data,862180,-25.25,-57.57,-4.0,101.0,PRY_Asuncion.862180_IWEC
LOCATION,BUCHAREST,-,ROM,IWEC Data,154200,44.50,26.13,2.0,91.0,ROU_Bucharest.154200_IWEC
LOCATION,CLUJ-NAPOCA,-,ROM,IWEC Data,151200,46.78,23.57,2.0,413.0,ROU_Cluj-Napoca.151200_IWEC
LOCATION,CONSTANTA,-,ROM,IWEC Data,154800,44.22,28.63,2.0,14.0,ROU_Constanta.154800_IWEC
LOCATION,CRAIOVA,-,ROM,IWEC Data,154500,44.23,23.87,2.0,195.0,ROU_Craiova.154500_IWEC
LOCATION,GALATI,-,ROM,IWEC Data,153100,45.50,28.02,2.0,72.0,ROU_Galati.153100_IWEC
LOCATION,TIMISOARA,-,ROM,IWEC Data,152470,45.77,21.25,2.0,88.0,ROU_Timisoara.152470_IWEC
LOCATION,ARKHANGEL'SK,-,RUS,IWEC Data,225500,64.53,40.47,4.0,13.0,RUS_Arkhangelsk.225500_IWEC
LOCATION,CHITA,-,RUS,IWEC Data,307580,52.02,113.33,9.0,685.0,RUS_Chita.307580_IWEC
LOCATION,EKATERINBURG,-,RUS,IWEC Data,284400,56.80,60.63,5.0,237.0,RUS_Ekaterinburg.284400_IWEC
LOCATION,IRKUTSK,-,RUS,IWEC Data,307100,52.27,104.35,8.0,513.0,RUS_Irkutsk.307100_IWEC
LOCATION,MOSCOW,-,RUS,IWEC Data,276120,55.75,37.63,3.0,156.0,RUS_Moscow.276120_IWEC
LOCATION,OMSK,-,RUS,IWEC Data,286980,54.93,73.40,6.0,123.0,RUS_Omsk.286980_IWEC
LOCATION,SAINT-PETERSBURG,-,RUS,IWEC Data,260630,59.97,30.30,3.0,4.0,RUS_Saint-Petersburg.260630_IWEC
LOCATION,SAMARA,-,RUS,IWEC Data,289000,53.25,50.45,4.0,44.0,RUS_Samara.289000_IWEC
LOCATION,YAKUTSK,-,RUS,IWEC Data,249590,62.08,129.75,9.0,103.0,RUS_Yakutsk.249590_IWEC
LOCATION,RIYADH,-,SAU,IWEC Data,404380,24.70,46.80,3.0,612.0,SAU_Riyadh.404380_IWEC
LOCATION,DAKAR,-,SEN,IWEC Data,616410,14.73,-17.50,0.0,24.0,SEN_Dakar.616410_IWEC
LOCATION,SINGAPORE,-,SGP,IWEC Data,486980,1.37,103.98,8.0,16.0,SGP_Singapore.486980_IWEC
LOCATION,ACAJUTLA/SONSONATE,-,SLV,SWERA,786500,13.57,-89.83,-6.0,15.0,SLV_Acajutla.786500_SWERA
LOCATION,ILOPANGO/S.SALVADOR,-,SLV,SWERA,786630,13.70,-89.12,-6.0,621.0,SLV_San.Salvador-Ilopango.786630_SWERA
LOCATION,BELGRADE,-,SRB,IWEC Data,132720,44.82,20.28,1.0,99.0,SRB_Belgrade.132720_IWEC
LOCATION,PODGORICA,-,SRB,IWEC Data,134620,42.37,19.25,1.0,33.0,SRB_Podgorica.134620_IWEC
LOCATION,BRATISLAVA,-,SVK,IWEC Data,118160,48.20,17.20,1.0,130.0,SVK_Bratislava.118160_IWEC
LOCATION,KOSICE,-,SVK,IWEC Data,119680,48.70,21.27,1.0,232.0,SVK_Kosice.119680_IWEC
LOCATION,LJUBLJANA,-,SVN,IWEC Data,130140,46.22,14.48,1.0,385.0,SVN_Ljubljana.130140_IWEC
LOCATION,GOTEBORG_ LANDVETTER,-,SWE,IWEC Data,025260,57.67,12.30,1.0,169.0,SWE_Goteborg.Landvetter.025260_IWEC
LOCATION,KARLSTAD,-,SWE,IWEC Data,024180,59.37,13.47,1.0,55.0,SWE_Karlstad.024180_IWEC
LOCATION,KIRUNA,-,SWE,IWEC Data,020440,67.82,20.33,1.0,452.0,SWE_Kiruna.020440_IWEC
LOCATION,OSTERSUND/FROSON,-,SWE,IWEC Data,022260,63.18,14.50,1.0,370.0,SWE_Ostersund.Froson.022260_IWEC
LOCATION,STOCKHOLM_ ARLANDA,-,SWE,IWEC Data,024600,59.65,17.95,1.0,61.0,SWE_Stockholm.Arlanda.024600_IWEC
LOCATION,DAMASCUS,-,SYR,IWEC Data,400800,33.42,36.52,2.0,605.0,SYR_Damascus.400800_IWEC
LOCATION,BANGKOK,-,THA,IWEC Data,484560,13.92,100.60,7.0,12.0,THA_Bangkok.484560_IWEC
LOCATION,TUNIS,-,TUN,IWEC Data,607150,36.83,10.23,1.0,4.0,TUN_Tunis.607150_IWEC
LOCATION,ANKARA,-,TUR,IWEC Data,171280,40.12,32.98,2.0,949.0,TUR_Ankara.171280_IWEC
LOCATION,ISTANBUL,-,TUR,IWEC Data,170600,40.97,28.82,2.0,37.0,TUR_Istanbul.170600_IWEC
LOCATION,IZMIR,-,TUR,IWEC Data,172180,38.50,27.02,2.0,5.0,TUR_Izmir.172180_IWEC
LOCATION,TAIPEI,-,TWN,IWEC Data,466960,25.07,121.55,8.0,6.0,TWN_Taipei.466960_IWEC
LOCATION,KIEV,-,UKR,IWEC Data,333450,50.40,30.45,2.0,168.0,UKR_Kiev.333450_IWEC
LOCATION,ODESSA,-,UKR,IWEC Data,338370,46.45,30.70,2.0,35.0,UKR_Odessa.338370_IWEC
LOCATION,Wake Island,,UMI,TMY--41606,912450,19.28,166.65,12.0,4.0,UMI_Wake.Island.912450_TMY
LOCATION,MONTEVIDEO,-,URY,IWEC Data,865800,-34.83,-56.00,-3.0,32.0,URY_Montevideo.865800_IWEC
LOCATION,Adak NAS,AK,USA,TMY--25704,704540,51.88,-176.65,-10.0,5.0,USA_AK_Adak.NAS.704540_TMY
LOCATION,Adak Nas,AK,USA,TMY3,704540,51.88,-176.65,-10.0,5.0,USA_AK_Adak.NAS.704540_TMY3
LOCATION,Ambler,AK,USA,TMY3,701718,67.10,-157.85,-9.0,88.0,USA_AK_Ambler.701718_TMY3
LOCATION,Anaktuvuk Pass,AK,USA,TMY3,701625,68.13,-151.73,-9.0,657.0,USA_AK_Anaktuvuk.Pass.701625_TMY3
LOCATION,Anchorage Elmendorf,AK,USA,TMY3,702720,61.25,-149.80,-9.0,59.0,USA_AK_Anchorage-Elmendorf.AFB.702720_TMY3
LOCATION,Lake Hood Seaplane,AK,USA,TMY3,702725,61.18,-149.97,-9.0,22.0,USA_AK_Anchorage-Lake.Hood.Seaplane.Base.702725_TMY3
LOCATION,Anchorage Merrill Field,AK,USA,TMY3,702735,61.22,-149.85,-9.0,42.0,USA_AK_Anchorage-Merrill.Field.702735_TMY3
LOCATION,ANCHORAGE,AK,USA,TMY2-26451,702730,61.17,-150.02,-9.0,35.0,USA_AK_Anchorage.702730_TMY2
LOCATION,Anchorage Intl Ap,AK,USA,TMY3,702730,61.18,-150.00,-9.0,35.0,USA_AK_Anchorage.Intl.AP.702730_TMY3
LOCATION,Aniak Airport,AK,USA,TMY3,702320,61.58,-159.53,-9.0,26.0,USA_AK_Aniak.AP.702320_TMY3
LOCATION,ANNETTE,AK,USA,TMY2-25308,703980,55.03,-131.57,-9.0,34.0,USA_AK_Annette.703980_TMY2
LOCATION,Annette,AK,USA,TMY--25308,703980,55.03,-131.57,-9.0,34.0,USA_AK_Annette.Island.AP.703980_TMY
LOCATION,Annette Island Ap,AK,USA,TMY3,703980,55.05,-131.57,-9.0,33.0,USA_AK_Annette.Island.AP.703980_TMY3
LOCATION,Anvik,AK,USA,TMY3,702075,62.65,-160.18,-9.0,99.0,USA_AK_Anvik.702075_TMY3
LOCATION,Barrow W Post W Rogers Arpt  N,AK,USA,TMY3,700260,71.32,-156.62,-9.0,10.0,USA_AK_Barrow-W.Post-W.Rogers.AP.700260_TMY3
LOCATION,BARROW,AK,USA,TMY2-27502,700260,71.30,-156.78,-9.0,4.0,USA_AK_Barrow.700260_TMY2
LOCATION,BETHEL,AK,USA,TMY2-26615,702190,60.78,-161.80,-9.0,46.0,USA_AK_Bethel.702190_TMY2
LOCATION,Bethel,AK,USA,TMY--26615,702190,60.78,-161.80,-9.0,46.0,USA_AK_Bethel.AP.702190_TMY
LOCATION,Bethel Airport,AK,USA,TMY3,702190,60.78,-161.83,-9.0,38.0,USA_AK_Bethel.AP.702190_TMY3
LOCATION,BETTLES,AK,USA,TMY2-26533,701740,66.92,-151.52,-9.0,205.0,USA_AK_Bettles.701740_TMY2
LOCATION,Bettles Field,AK,USA,TMY3,701740,66.92,-151.52,-9.0,196.0,USA_AK_Bettles.Field.701740_TMY3
LOCATION,Big Delta/Ft Greely,AK,USA,TMY--26415,702670,64.00,-145.73,-9.0,391.0,USA_AK_Big.Delta-Allen.AAF.702670_TMY
LOCATION,Big Delta Allen Aaf,AK,USA,TMY3,702670,64.00,-145.72,-9.0,386.0,USA_AK_Big.Delta-Allen.AAF.702670_TMY3
LOCATION,BIG_DELTA,AK,USA,TMY2-26415,702670,64.00,-145.73,-9.0,388.0,USA_AK_Big.Delta.702670_TMY2
LOCATION,Big River Lake,AK,USA,TMY3,702986,60.82,-152.30,-9.0,12.0,USA_AK_Big.River.Lake.702986_TMY3
LOCATION,Birchwood,AK,USA,TMY3,702746,61.42,-149.52,-9.0,30.0,USA_AK_Birchwood.702746_TMY3
LOCATION,Chulitna,AK,USA,TMY3,702606,62.88,-149.83,-9.0,381.0,USA_AK_Chulitna.702606_TMY3
LOCATION,COLD_BAY,AK,USA,TMY2-25624,703160,55.20,-162.72,-9.0,29.0,USA_AK_Cold.Bay.703160_TMY2
LOCATION,Cold Bay Arpt,AK,USA,TMY3,703160,55.20,-162.72,-9.0,29.0,USA_AK_Cold.Bay.AP.703160_TMY3
LOCATION,Cordova,AK,USA,TMY3,702960,60.50,-145.50,-9.0,12.0,USA_AK_Cordova.702960_TMY3
LOCATION,Deadhorse,AK,USA,TMY3,700637,70.20,-148.48,-9.0,23.0,USA_AK_Deadhorse.700637_TMY3
LOCATION,Dillingham  Amos,AK,USA,TMY3,703210,59.05,-158.52,-9.0,29.0,USA_AK_Dillingham.AWOS.703210_TMY3
LOCATION,Fairbanks Eielson A,AK,USA,TMY3,702650,64.65,-147.10,-9.0,167.0,USA_AK_Eielson.AFB.702650_TMY3
LOCATION,Emmonak,AK,USA,TMY3,702084,62.78,-164.50,-9.0,4.0,USA_AK_Emmonak.702084_TMY3
LOCATION,FAIRBANKS,AK,USA,TMY2-26411,702610,64.82,-147.87,-9.0,138.0,USA_AK_Fairbanks.702610_TMY2
LOCATION,Fairbanks/Int'l Airpor,AK,USA,TMY--26411,702610,64.82,-147.87,-9.0,138.0,USA_AK_Fairbanks.Intl.AP.702610_TMY
LOCATION,Fairbanks Intl Arpt,AK,USA,TMY3,702610,64.82,-147.85,-9.0,133.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3
LOCATION,Fort Yukon,AK,USA,TMY3,701940,66.57,-145.27,-9.0,136.0,USA_AK_Fort.Yukon.701940_TMY3
