________,City,Province,Country,TMY-type,WMO,Latitude,Longitude,Time Zone,Elevation,Filename
LOCATION,NEW_YORK_CITY,NY,USA,TMY2-94728,744860,40.78,-73.97,-5.0,57.0,USA_NY_New.York.City-Central.Park.744860_TMY2
LOCATION,New York City/Central,NY,USA,TMY--94728,.94728,40.78,-73.96,-5.0,40.0,USA_NY_New.York.City-Central.Park.94728_TMY
LOCATION,Stewart Field,NY,USA,TMY3,725038,41.50,-74.10,-5.0,177.0,USA_NY_Newburgh-Stewart.Intl.AP.725038_TMY3
LOCATION,Niagara Falls Af,NY,USA,TMY3,725287,43.10,-78.95,-5.0,180.0,USA_NY_Niagara.Falls.Intl.AP.725287_TMY3
LOCATION,Poughkeepsie Dutchess Co Ap,NY,USA,TMY3,725036,41.63,-73.88,-5.0,47.0,USA_NY_Poughkeepsie-Dutchess.County.AP.725036_TMY3
LOCATION,Republic,NY,USA,TMY3,744864,40.72,-73.42,-5.0,26.0,USA_NY_Republic.AP.744864_TMY3
LOCATION,Rochester,NY,USA,TMY--14768,725290,43.12,-77.67,-5.0,169.0,USA_NY_Rochester-Greater.Rochester.Intl.AP.725290_TMY
LOCATION,Rochester Greater Rochester I,NY,USA,TMY3,725290,43.12,-77.68,-5.0,183.0,USA_NY_Rochester-Greater.Rochester.Intl.AP.725290_TMY3
LOCATION,ROCHESTER,NY,USA,TMY2-14768,725290,43.12,-77.67,-5.0,169.0,USA_NY_Rochester.725290_TMY2
LOCATION,Adirondack Rgnl,NY,USA,TMY3,726228,44.38,-74.20,-5.0,520.0,USA_NY_Saranac.Lake-Adirondack.Rgnl.AP.726228_TMY3
LOCATION,Syracuse,NY,USA,TMY--14771,725190,43.12,-76.12,-5.0,124.0,USA_NY_Syracuse-Hancock.Intl.AP.725190_TMY
LOCATION,Syracuse Hancock IntL Arpt,NY,USA,TMY3,725190,43.12,-76.10,-5.0,125.0,USA_NY_Syracuse-Hancock.Intl.AP.725190_TMY3
LOCATION,SYRACUSE,NY,USA,TMY2-14771,725190,43.12,-76.12,-5.0,124.0,USA_NY_Syracuse.725190_TMY2
LOCATION,Utica Oneida County Ap,NY,USA,TMY3,725197,43.15,-75.38,-5.0,217.0,USA_NY_Utica-Oneida.County.AP.725197_TMY3
LOCATION,Watertown Ap,NY,USA,TMY3,726227,44.00,-76.02,-5.0,97.0,USA_NY_Watertown.AP.726227_TMY3
LOCATION,Westhampton Gabreski Ap,NY,USA,TMY3,744865,40.85,-72.63,-5.0,20.0,USA_NY_Westhampton-Suffolk.County.AP.744865_TMY3
LOCATION,White Plains Westchester Co A,NY,USA,TMY3,725037,41.07,-73.72,-5.0,122.0,USA_NY_White.Plains-Westchester.County.AP.725037_TMY3
LOCATION,AKRON,OH,USA,TMY2-14895,725210,40.92,-81.43,-5.0,377.0,USA_OH_Akron.725210_TMY2
LOCATION,Akron/Canton,OH,USA,TMY--14895,725210,40.92,-81.43,-5.0,377.0,USA_OH_Akron.Canton.Rgnl.AP.725210_TMY
LOCATION,Akron Akron Canton Reg Ap,OH,USA,TMY3,725210,40.92,-81.43,-5.0,368.0,USA_OH_Akron.Canton.Rgnl.AP.725210_TMY3
LOCATION,Cincinnati Municipal Ap Lunki,OH,USA,TMY3,724297,39.10,-84.42,-5.0,149.0,USA_OH_Cincinnati.Muni.AP-Lunken.Field.724297_TMY3
LOCATION,Burke Lakefront,OH,USA,TMY3,725245,41.52,-81.68,-5.0,182.0,USA_OH_Cleveland-Burke.Lakefront.AP.725245_TMY3
LOCATION,Cleveland Hopkins Intl Ap,OH,USA,TMY3,725240,41.40,-81.85,-5.0,235.0,USA_OH_Cleveland-Hopkins.Intl.AP.725240_TMY3
LOCATION,CLEVELAND,OH,USA,TMY2-14820,725240,41.40,-81.85,-5.0,245.0,USA_OH_Cleveland.725240_TMY2
LOCATION,Columbus/Int'l Airport,OH,USA,TMY--14821,724280,40.00,-82.88,-5.0,249.0,USA_OH_Columbus-Port.Columbus.Intl.AP.724280_TMY
LOCATION,Columbus Port Columbus Intl A,OH,USA,TMY3,724280,39.98,-82.88,-5.0,247.0,USA_OH_Columbus-Port.Columbus.Intl.AP.724280_TMY3
LOCATION,COLUMBUS,OH,USA,TMY2-14821,724280,40.00,-82.88,-5.0,254.0,USA_OH_Columbus.724280_TMY2
LOCATION,Dayton/Wright-Paterson,OH,USA,TMY--93815,745700,39.83,-84.05,-5.0,251.0,USA_OH_Dayton-Wright.Patterson.AFB.745700_TMY
LOCATION,Dayton Wright Patterson Afb,OH,USA,TMY3,745700,39.83,-84.05,-5.0,250.0,USA_OH_Dayton-Wright.Patterson.AFB.745700_TMY3
LOCATION,DAYTON,OH,USA,TMY2-93815,745700,39.90,-84.22,-5.0,306.0,USA_OH_Dayton.745700_TMY2
LOCATION,Dayton International Airport,OH,USA,TMY3,724290,39.90,-84.22,-5.0,305.0,USA_OH_Dayton.Intl.AP.724290_TMY3
LOCATION,Findlay Airport,OH,USA,TMY3,725366,41.02,-83.67,-5.0,244.0,USA_OH_Findlay.AP.725366_TMY3
LOCATION,Mansfield Lahm Municipal Arpt,OH,USA,TMY3,725246,40.82,-82.52,-5.0,395.0,USA_OH_Mansfield-Lahm.Muni.AP.725246_TMY3
LOCATION,MANSFIELD,OH,USA,TMY2-14891,725246,40.82,-82.52,-5.0,395.0,USA_OH_Mansfield.725246_TMY2
LOCATION,Ohio State Universi,OH,USA,TMY3,724288,40.07,-83.07,-5.0,283.0,USA_OH_Ohio.State.University.AP.724288_TMY3
LOCATION,TOLEDO,OH,USA,TMY2-94830,725360,41.60,-83.80,-5.0,211.0,USA_OH_Toledo.725360_TMY2
LOCATION,Toledo,OH,USA,TMY--94830,725360,41.60,-83.80,-5.0,211.0,USA_OH_Toledo.Express.AP.725360_TMY
LOCATION,Toledo Express Airport,OH,USA,TMY3,725360,41.58,-83.80,-5.0,204.0,USA_OH_Toledo.Express.AP.725360_TMY3
LOCATION,YOUNGSTOWN,OH,USA,TMY2-14852,725250,41.27,-80.67,-5.0,361.0,USA_OH_Youngstown.725250_TMY2
LOCATION,Youngstown,OH,USA,TMY--14852,725250,41.27,-80.67,-5.0,361.0,USA_OH_Youngstown.Rgnl.AP.725250_TMY
LOCATION,Youngstown Regional Airport,OH,USA,TMY3,725250,41.25,-80.67,-5.0,360.0,USA_OH_Youngstown.Rgnl.AP.725250_TMY3
LOCATION,Zanesville Municipal Ap,OH,USA,TMY3,724286,39.95,-81.90,-5.0,268.0,USA_OH_Zanesville.Muni.AP.724286_TMY3
LOCATION,Altus Afb,OK,USA,TMY3,723520,34.65,-99.27,-6.0,414.0,USA_OK_Altus.AFB.723520_TMY3
LOCATION,Bartlesville Philli,OK,USA,TMY3,723565,36.77,-96.02,-6.0,218.0,USA_OK_Bartlesville-Phillips.Field.723565_TMY3
LOCATION,Clinton Sherman,OK,USA,TMY3,723526,35.33,-99.20,-6.0,586.0,USA_OK_Clinton.Sherman.AP.723526_TMY3
LOCATION,Fort Sill Post Field Af,OK,USA,TMY3,723550,34.65,-98.40,-6.0,369.0,USA_OK_Fort.Sill-Henry.Post.AAF.723550_TMY3
LOCATION,Gage Airport,OK,USA,TMY3,723527,36.30,-99.77,-6.0,668.0,USA_OK_Gage.AP.723527_TMY3
LOCATION,Hobart Municipal Ap,OK,USA,TMY3,723525,35.00,-99.05,-6.0,478.0,USA_OK_Hobart.Muni.AP.723525_TMY3
LOCATION,Lawton Municipal,OK,USA,TMY3,723575,34.57,-98.42,-6.0,338.0,USA_OK_Lawton.Muni.AP.723575_TMY3
LOCATION,Mcalester Municipal Ap,OK,USA,TMY3,723566,34.90,-95.78,-6.0,232.0,USA_OK_McAlester.Rgnl.AP.723566_TMY3
LOCATION,Oklahoma City Tinker Afb,OK,USA,TMY3,723540,35.42,-97.38,-6.0,384.0,USA_OK_Oklahoma.City-Tinker.AFB.723540_TMY3
LOCATION,Oklahoma City Wiley,OK,USA,TMY3,723544,35.53,-97.65,-6.0,396.0,USA_OK_Oklahoma.City-Wiley.Post.Field.723544_TMY3
LOCATION,Oklahoma City/Will Rog,OK,USA,TMY--13967,723530,35.40,-97.60,-6.0,397.0,USA_OK_Oklahoma.City-Will.Rogers.World.AP.723530_TMY
LOCATION,Oklahoma City Will Rogers Wor,OK,USA,TMY3,723530,35.38,-97.60,-6.0,398.0,USA_OK_Oklahoma.City-Will.Rogers.World.AP.723530_TMY3
LOCATION,OKLAHOMA_CITY,OK,USA,TMY2-13967,723530,35.40,-97.60,-6.0,397.0,USA_OK_Oklahoma.City.723530_TMY2
LOCATION,Ponca City Municipal Ap  Sgp,OK,USA,TMY3,723546,36.61,-97.49,-6.0,318.0,USA_OK_Ponca.City.Muni.AP.723546_TMY3
LOCATION,Stillwater Rgnl,OK,USA,TMY3,723545,36.15,-97.08,-6.0,308.0,USA_OK_Stillwater.Rgnl.AP.723545_TMY3
LOCATION,TULSA,OK,USA,TMY2-13968,723560,36.20,-95.90,-6.0,206.0,USA_OK_Tulsa.723560_TMY2
LOCATION,Tulsa,OK,USA,TMY--13968,723560,36.20,-95.90,-6.0,206.0,USA_OK_Tulsa.Intl.AP.723560_TMY
LOCATION,Tulsa International Airport,OK,USA,TMY3,723560,36.20,-95.88,-6.0,198.0,USA_OK_Tulsa.Intl.AP.723560_TMY3
LOCATION,Vance Afb,OK,USA,TMY3,723535,36.33,-97.92,-6.0,408.0,USA_OK_Vance.AFB.723535_TMY3
LOCATION,ASTORIA,OR,USA,TMY2-94224,727910,46.15,-123.88,-8.0,7.0,USA_OR_Astoria.727910_TMY2
LOCATION,Astoria,OR,USA,TMY--94224,727910,46.15,-123.88,-8.0,7.0,USA_OR_Astoria.Rgnl.AP.727910_TMY
LOCATION,Astoria Regional Airport,OR,USA,TMY3,727910,46.15,-123.88,-8.0,3.0,USA_OR_Astoria.Rgnl.AP.727910_TMY3
LOCATION,Aurora State,OR,USA,TMY3,726959,45.25,-122.77,-8.0,60.0,USA_OR_Aurora.State.AP.726959_TMY3
LOCATION,Baker Municipal Ap,OR,USA,TMY3,726886,44.83,-117.82,-8.0,1027.0,USA_OR_Baker.Muni.AP.726886_TMY3
LOCATION,BURNS,OR,USA,TMY2-94185,726830,43.58,-119.05,-8.0,1271.0,USA_OR_Burns.726830_TMY2
LOCATION,Burns Municipal Arpt  Uo,OR,USA,TMY3,726830,43.52,-119.02,-8.0,1271.0,USA_OR_Burns.Muni.AP.726830_TMY3
LOCATION,Corvallis Muni,OR,USA,TMY3,726945,44.48,-123.28,-8.0,77.0,USA_OR_Corvallis.Muni.AP.726945_TMY3
LOCATION,Eugene Mahlon Sweet Arpt  Uo,OR,USA,TMY3,726930,44.05,-123.07,-8.0,109.0,USA_OR_Eugene-Mahlon.Sweet.AP.726930_TMY3
LOCATION,EUGENE,OR,USA,TMY2-24221,726930,44.12,-123.22,-8.0,109.0,USA_OR_Eugene.726930_TMY2
LOCATION,Klamath Falls Intl Ap  Uo,OR,USA,TMY3,725895,42.22,-121.74,-8.0,1220.0,USA_OR_Klamath.Falls.Intl.AP.725895_TMY3
LOCATION,La Grande Muni Ap,OR,USA,TMY3,726884,45.28,-118.00,-8.0,827.0,USA_OR_La.Grande.Muni.AP.726884_TMY3
LOCATION,Lakeview  Awos,OR,USA,TMY3,725976,42.17,-120.40,-8.0,1441.0,USA_OR_Lakeview.AWOS.725976_TMY3
LOCATION,Medford,OR,USA,TMY--24225,725970,42.37,-122.87,-8.0,405.0,USA_OR_Medford-Rogue.Valley.Intl.AP.725970_TMY
LOCATION,Medford Rogue Valley Intl Ap,OR,USA,TMY3,725970,42.19,-122.70,-8.0,595.0,USA_OR_Medford-Rogue.Valley.Intl.AP.725970_TMY3
LOCATION,MEDFORD,OR,USA,TMY2-24225,725970,42.37,-122.87,-8.0,396.0,USA_OR_Medford.725970_TMY2
LOCATION,NORTH_BEND,OR,USA,TMY2-24284,726917,43.42,-124.25,-8.0,5.0,USA_OR_North.Bend.726917_TMY2
LOCATION,North Bend,OR,USA,TMY--24284,726917,43.42,-124.25,-8.0,4.0,USA_OR_North.Bend.Muni.AP.726917_TMY
LOCATION,North Bend Muni Airport,OR,USA,TMY3,726917,43.42,-124.25,-8.0,2.0,USA_OR_North.Bend.Muni.AP.726917_TMY3
LOCATION,Pendleton E Or Regional Ap,OR,USA,TMY3,726880,45.70,-118.83,-8.0,452.0,USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3
LOCATION,PENDLETON,OR,USA,TMY2-24155,726880,45.68,-118.85,-8.0,456.0,USA_OR_Pendleton.726880_TMY2
LOCATION,Portland Hillsboro,OR,USA,TMY3,726986,45.53,-122.95,-8.0,62.0,USA_OR_Portland-Hillsboro.AP.726986_TMY3
LOCATION,Portland Troutdale,OR,USA,TMY3,726985,45.55,-122.40,-8.0,11.0,USA_OR_Portland-Troutdale.AP.726985_TMY3
LOCATION,PORTLAND,OR,USA,TMY2-24229,726980,45.60,-122.60,-8.0,12.0,USA_OR_Portland.726980_TMY2
LOCATION,Portland,OR,USA,TMY--24229,726980,45.60,-122.60,-8.0,12.0,USA_OR_Portland.Intl.AP.726980_TMY
LOCATION,Portland International Ap,OR,USA,TMY3,726980,45.60,-122.62,-8.0,6.0,USA_OR_Portland.Intl.AP.726980_TMY3
LOCATION,Redmond,OR,USA,TMY--24230,726835,44.25,-121.15,-8.0,938.0,USA_OR_Redmond-Roberts.Field.726835_TMY
LOCATION,Redmond Roberts Field,OR,USA,TMY3,726835,44.25,-121.17,-8.0,933.0,USA_OR_Redmond-Roberts.Field.726835_TMY3
LOCATION,REDMOND,OR,USA,TMY2-24230,726835,44.27,-121.15,-8.0,940.0,USA_OR_Redmond.726835_TMY2
LOCATION,Roseburg Regional Ap,OR,USA,TMY3,726904,43.23,-123.35,-8.0,160.0,USA_OR_Roseburg.Rgnl.AP.726904_TMY3
LOCATION,Salem,OR,USA,TMY--24232,726940,44.92,-123.00,-8.0,61.0,USA_OR_Salem-McNary.Field.726940_TMY
LOCATION,Salem Mcnary Field,OR,USA,TMY3,726940,44.90,-123.00,-8.0,60.0,USA_OR_Salem-McNary.Field.726940_TMY3
LOCATION,SALEM,OR,USA,TMY2-24232,726940,44.92,-123.02,-8.0,61.0,USA_OR_Salem.726940_TMY2
LOCATION,Sexton Summit,OR,USA,TMY3,725975,42.60,-123.37,-8.0,1168.0,USA_OR_Sexton.Summit.725975_TMY3
LOCATION,Allentown,PA,USA,TMY--14737,725170,40.65,-75.43,-5.0,117.0,USA_PA_Allentown-Lehigh.Valley.Intl.AP.725170_TMY
LOCATION,Allentown Lehigh Valley Intl,PA,USA,TMY3,725170,40.65,-75.45,-5.0,119.0,USA_PA_Allentown-Lehigh.Valley.Intl.AP.725170_TMY3
LOCATION,ALLENTOWN,PA,USA,TMY2-14737,725170,40.65,-75.43,-5.0,117.0,USA_PA_Allentown.725170_TMY2
LOCATION,Altoona Blair Co Arpt,PA,USA,TMY3,725126,40.30,-78.32,-5.0,451.0,USA_PA_Altoona-Blair.County.AP.725126_TMY3
LOCATION,BRADFORD,PA,USA,TMY2-04751,725266,41.80,-78.63,-5.0,600.0,USA_PA_Bradford.725266_TMY2
LOCATION,Bradford Regional Ap,PA,USA,TMY3,725266,41.80,-78.63,-5.0,645.0,USA_PA_Bradford.Rgnl.AP.725266_TMY3
LOCATION,Butler Co   Awos,PA,USA,TMY3,725124,40.78,-79.95,-5.0,380.0,USA_PA_Butler.County.AWOS.725124_TMY3
LOCATION,Dubois Faa Ap,PA,USA,TMY3,725125,41.18,-78.90,-5.0,553.0,USA_PA_DuBois-Jefferson.County.AP.725125_TMY3
LOCATION,ERIE,PA,USA,TMY2-14860,725260,42.08,-80.18,-5.0,225.0,USA_PA_Erie.725260_TMY2
LOCATION,Erie,PA,USA,TMY--14860,725260,42.08,-80.18,-5.0,225.0,USA_PA_Erie.Intl.AP.725260_TMY
LOCATION,Erie International Ap,PA,USA,TMY3,725260,42.08,-80.18,-5.0,222.0,USA_PA_Erie.Intl.AP.725260_TMY3
LOCATION,Franklin,PA,USA,TMY3,725267,41.38,-79.87,-5.0,470.0,USA_PA_Franklin-Chess.Lemberton.AP.725267_TMY3
LOCATION,Harrisburg,PA,USA,TMY--14751,725118,40.20,-76.77,-5.0,94.0,USA_PA_Harrisburg-Capital.City.AP.725118_TMY
LOCATION,Harrisburg Capital City Arpt,PA,USA,TMY3,725118,40.22,-76.85,-5.0,104.0,USA_PA_Harrisburg-Capital.City.AP.725118_TMY3
LOCATION,HARRISBURG,PA,USA,TMY2-14751,725115,40.22,-76.85,-5.0,106.0,USA_PA_Harrisburg.725115_TMY2
LOCATION,Middletown Harrisburg Intl Ap,PA,USA,TMY3,725115,40.20,-76.77,-5.0,92.0,USA_PA_Harrisburg.Intl.AP.725115_TMY3
LOCATION,Johnstown Cambria County Ap,PA,USA,TMY3,725127,40.32,-78.83,-5.0,695.0,USA_PA_Johnstown-Cambria.County.AP.725127_TMY3
LOCATION,Lancaster,PA,USA,TMY3,725116,40.12,-76.30,-5.0,126.0,USA_PA_Lancaster.AP.725116_TMY3
LOCATION,Philadelphia Ne Philadelphia,PA,USA,TMY3,724085,40.08,-75.02,-5.0,30.0,USA_PA_Philadelphia-NE.Philadelphia.AP.724085_TMY3
LOCATION,PHILADELPHIA,PA,USA,TMY2-13739,724086,39.88,-75.25,-5.0,9.0,USA_PA_Philadelphia.724086_TMY2
LOCATION,Philadelphia/Willow Gr,PA,USA,TMY--13739,724080,40.20,-75.15,-5.0,110.0,USA_PA_Philadelphia.Intl.AP.724080_TMY
LOCATION,Philadelphia International Ap,PA,USA,TMY3,724080,39.87,-75.23,-5.0,2.0,USA_PA_Philadelphia.Intl.AP.724080_TMY3
LOCATION,Pittsburgh Allegheny Co Ap,PA,USA,TMY3,725205,40.35,-79.92,-5.0,380.0,USA_PA_Pittsburgh-Allegheny.County.AP.725205_TMY3
LOCATION,PITTSBURGH,PA,USA,TMY2-94823,725200,40.50,-80.22,-5.0,373.0,USA_PA_Pittsburgh.725200_TMY2
LOCATION,Pittsburgh/Pittsburgh,PA,USA,TMY--94823,725200,40.50,-80.22,-5.0,373.0,USA_PA_Pittsburgh.Intl.AP.725200_TMY
LOCATION,Pittsburgh International Ap,PA,USA,TMY3,725200,40.50,-80.23,-5.0,350.0,USA_PA_Pittsburgh.Intl.AP.725200_TMY3
LOCATION,Reading Spaatz Field,PA,USA,TMY3,725103,40.37,-75.97,-5.0,104.0,USA_PA_Reading.Mem.AP-Spaatz.Field.725103_TMY3
LOCATION,State College  Penn State   Su,PA,USA,TMY3,725128,40.72,-77.93,-5.0,376.0,USA_PA_State.College-Penn.State.University.725128_TMY3
LOCATION,Washington  Awos,PA,USA,TMY3,725117,40.13,-80.28,-5.0,361.0,USA_PA_Washington.AWOS.725117_TMY3
LOCATION,Wilkes-Barre/Scranton,PA,USA,TMY--14777,725130,41.33,-75.73,-5.0,289.0,USA_PA_Wilkes-Barre-Scranton.Intl.AP.725130_TMY
LOCATION,Wilkes Barre Scranton Intl Ap,PA,USA,TMY3,725130,41.33,-75.73,-5.0,284.0,USA_PA_Wilkes-Barre-Scranton.Intl.AP.725130_TMY3
LOCATION,WILKES-BARRE,PA,USA,TMY2-14777,725130,41.33,-75.73,-5.0,289.0,USA_PA_Wilkes.Barre-Scranton.725130_TMY2
LOCATION,WILLIAMSPORT,PA,USA,TMY2-14778,725140,41.27,-77.05,-5.0,243.0,USA_PA_Williamsport.725140_TMY2
LOCATION,Williamsport Regional Ap,PA,USA,TMY3,725140,41.25,-76.92,-5.0,158.0,USA_PA_Williamsport.Rgnl.AP.725140_TMY3
LOCATION,Willow Grove Nas,PA,USA,TMY3,724086,40.20,-75.15,-5.0,102.0,USA_PA_Willow.Grove.NAS.724086_TMY3
LOCATION,Block Island State Arpt,RI,USA,TMY3,725058,41.17,-71.58,-5.0,34.0,USA_RI_Block.Island.State.AP.725058_TMY3
LOCATION,Pawtucket  Awos,RI,USA,TMY3,725054,41.92,-71.50,-5.0,134.0,USA_RI_Pawtucket.AWOS.725054_TMY3
LOCATION,Providence,RI,USA,TMY--14765,725070,41.73,-71.43,-5.0,19.0,USA_RI_Providence-T.F.Green.State.AP.725070_TMY
LOCATION,Providence T F Green State Ar,RI,USA,TMY3,725070,41.72,-71.43,-5.0,16.0,USA_RI_Providence-T.F.Green.State.AP.725070_TMY3
LOCATION,PROVIDENCE,RI,USA,TMY2-14765,725070,41.73,-71.43,-5.0,19.0,USA_RI_Providence.725070_TMY2
LOCATION,Anderson County Ap,SC,USA,TMY3,723125,34.50,-82.72,-5.0,232.0,USA_SC_Anderson.County.AP.723125_TMY3
LOCATION,Beaufort Mcas,SC,USA,TMY3,722085,32.48,-80.72,-5.0,10.0,USA_SC_Beaufort.MCAS.722085_TMY3
LOCATION,CHARLESTON,SC,USA,TMY2-13880,722080,32.90,-80.03,-5.0,12.0,USA_SC_Charleston.722080_TMY2
LOCATION,Charleston,SC,USA,TMY--13880,722080,32.90,-80.03,-5.0,15.0,USA_SC_Charleston.Intl.AP.722080_TMY
LOCATION,Charleston Intl Arpt,SC,USA,TMY3,722080,32.90,-80.03,-5.0,12.0,USA_SC_Charleston.Intl.AP.722080_TMY3
LOCATION,COLUMBIA,SC,USA,TMY2-13883,723100,33.95,-81.12,-5.0,69.0,USA_SC_Columbia.723100_TMY2
LOCATION,Columbia,SC,USA,TMY--13883,723100,33.95,-81.12,-5.0,69.0,USA_SC_Columbia.Metro.AP.723100_TMY
LOCATION,Columbia Metro Arpt,SC,USA,TMY3,723100,33.95,-81.12,-5.0,65.0,USA_SC_Columbia.Metro.AP.723100_TMY3
LOCATION,Florence Regional Ap,SC,USA,TMY3,723106,34.18,-79.73,-5.0,44.0,USA_SC_Florence.Rgnl.AP.723106_TMY3
LOCATION,Greenville Downtown Ap,SC,USA,TMY3,723119,34.85,-82.35,-5.0,319.0,USA_SC_Greenville-Downtown.AP.723119_TMY3
LOCATION,GREENVILLE,SC,USA,TMY2-03870,723120,34.90,-82.22,-5.0,296.0,USA_SC_Greenville-Spartanburg.723120_TMY2
LOCATION,Greer/Greenville,SC,USA,TMY-- 3870,723120,34.90,-82.22,-5.0,296.0,USA_SC_Greer.Greenville-Spartanburg.AP.723120_TMY
LOCATION,Greer GreenvL Spartanbrg Ap,SC,USA,TMY3,723120,34.90,-82.22,-5.0,292.0,USA_SC_Greer.Greenville-Spartanburg.AP.723120_TMY3
LOCATION,Myrtle Beach Afb,SC,USA,TMY3,747910,33.68,-78.93,-5.0,8.0,USA_SC_Myrtle.Beach.AFB.747910_TMY3
LOCATION,North Myrtle Beach Grand Stra,SC,USA,TMY3,747915,33.82,-78.72,-5.0,10.0,USA_SC_North.Myrtle.Beach-Grand.Strand.Field.747915_TMY3
LOCATION,Sumter Shaw Afb,SC,USA,TMY3,747900,33.97,-80.47,-5.0,74.0,USA_SC_Shaw.AFB.747900_TMY3
LOCATION,Aberdeen Regional Arpt,SD,USA,TMY3,726590,45.45,-98.42,-6.0,398.0,USA_SD_Aberdeen.Rgnl.AP.726590_TMY3
LOCATION,Brookings  Awos,SD,USA,TMY3,726515,44.30,-96.82,-6.0,502.0,USA_SD_Brookings.AWOS.726515_TMY3
LOCATION,Ellsworth Afb,SD,USA,TMY3,726625,44.15,-103.10,-7.0,980.0,USA_SD_Ellsworth.AFB.726625_TMY3
LOCATION,HURON,SD,USA,TMY2-14936,726540,44.38,-98.22,-6.0,393.0,USA_SD_Huron.726540_TMY2
LOCATION,Huron,SD,USA,TMY--14936,726540,44.38,-98.22,-6.0,393.0,USA_SD_Huron.Rgnl.AP.726540_TMY
LOCATION,Huron Regional Arpt,SD,USA,TMY3,726540,44.40,-98.22,-6.0,390.0,USA_SD_Huron.Rgnl.AP.726540_TMY3
LOCATION,Mitchell  Awos,SD,USA,TMY3,726545,43.77,-98.03,-6.0,397.0,USA_SD_Mitchell.AWOS.726545_TMY3
LOCATION,Mobridge,SD,USA,TMY3,726685,45.53,-100.43,-7.0,508.0,USA_SD_Mobridge.Muni.AP.726685_TMY3
LOCATION,PIERRE,SD,USA,TMY2-24025,726686,44.38,-100.28,-6.0,526.0,USA_SD_Pierre.726686_TMY2
LOCATION,Pierre,SD,USA,TMY--24025,726686,44.38,-100.28,-6.0,531.0,USA_SD_Pierre.Muni.AP.726686_TMY
LOCATION,Pierre Municipal Ap,SD,USA,TMY3,726686,44.38,-100.28,-7.0,528.0,USA_SD_Pierre.Muni.AP.726686_TMY3
LOCATION,RAPID_CITY,SD,USA,TMY2-24090,726620,44.05,-103.07,-7.0,966.0,USA_SD_Rapid.City.726620_TMY2
LOCATION,Rapid City,SD,USA,TMY--24090,726620,44.05,-103.07,-7.0,966.0,USA_SD_Rapid.City.Rgnl.AP.726620_TMY
LOCATION,Rapid City Regional Arpt,SD,USA,TMY3,726620,44.05,-103.05,-7.0,963.0,USA_SD_Rapid.City.Rgnl.AP.726620_TMY3
LOCATION,Sioux Falls,SD,USA,TMY--14944,726510,43.58,-96.73,-6.0,435.0,USA_SD_Sioux.Falls-Foss.Field.726510_TMY
LOCATION,Sioux Falls Foss Field,SD,USA,TMY3,726510,43.58,-96.75,-6.0,433.0,USA_SD_Sioux.Falls-Foss.Field.726510_TMY3
LOCATION,SIOUX_FALLS,SD,USA,TMY2-14944,726510,43.57,-96.73,-6.0,435.0,USA_SD_Sioux.Falls.726510_TMY2
LOCATION,Watertown Municipal Ap,SD,USA,TMY3,726546,44.93,-97.15,-6.0,532.0,USA_SD_Watertown.Muni.AP.726546_TMY3
LOCATION,Chan Gurney Muni,SD,USA,TMY3,726525,42.92,-97.38,-6.0,408.0,USA_SD_Yankton-Chan.Gurney.Muni.AP.726525_TMY3
LOCATION,Bristol Tri City Airport,TN,USA,TMY3,723183,36.47,-82.40,-5.0,457.0,USA_TN_Bristol-TriCities.Rgnl.AP.723183_TMY3
LOCATION,BRISTOL,TN,USA,TMY2-13877,723183,36.48,-82.40,-5.0,459.0,USA_TN_Bristol.723183_TMY2
LOCATION,Chattanooga,TN,USA,TMY--13882,723240,35.03,-85.20,-5.0,210.0,USA_TN_Chattanooga-Lovell.Field.AP.723240_TMY
LOCATION,Chattanooga Lovell Field Ap,TN,USA,TMY3,723240,35.03,-85.20,-5.0,204.0,USA_TN_Chattanooga-Lovell.Field.AP.723240_TMY3
LOCATION,CHATTANOOGA,TN,USA,TMY2-13882,723240,35.03,-85.20,-5.0,210.0,USA_TN_Chattanooga.723240_TMY2
LOCATION,Crossville Memorial Ap,TN,USA,TMY3,723265,35.95,-85.08,-6.0,569.0,USA_TN_Crossville.Mem.AP.723265_TMY3
LOCATION,Dyersburg Municipal Ap,TN,USA,TMY3,723347,36.02,-89.40,-6.0,103.0,USA_TN_Dyersburg.Muni.AP.723347_TMY3
LOCATION,Jackson Mckellar Sipes Regl A,TN,USA,TMY3,723346,35.60,-88.92,-6.0,132.0,USA_TN_Jackson-McKellar.Sipes.Rgnl.AP.723346_TMY3
LOCATION,Knoxville,TN,USA,TMY--13891,723260,35.82,-83.98,-5.0,299.0,USA_TN_Knoxville-McGhee.Tyson.AP.723260_TMY
LOCATION,Knoxville Mcghee Tyson Ap,TN,USA,TMY3,723260,35.82,-83.98,-5.0,293.0,USA_TN_Knoxville-McGhee.Tyson.AP.723260_TMY3
LOCATION,KNOXVILLE,TN,USA,TMY2-13891,723260,35.82,-83.98,-5.0,299.0,USA_TN_Knoxville.723260_TMY2
LOCATION,MEMPHIS,TN,USA,TMY2-13893,723340,35.05,-89.98,-6.0,87.0,USA_TN_Memphis.723340_TMY2
LOCATION,Memphis,TN,USA,TMY--13893,723340,35.05,-90.00,-6.0,87.0,USA_TN_Memphis.Intl.AP.723340_TMY
